product id,product name,category,warehouse,location,quantity,price,supplier,status,last restocked
1632, widget c ,FURNITURE,Warehouse 1,Aisle 5,150.0,29.99,Supplier B,Low Stock,2022-12-20
1627, gadget y ,FURNITURE,Warehouse 2,Aisle 4,50.0,29.99,Supplier A,Low Stock,2023-03-05
1972, gadget x ,FURNITURE,Warehouse 3,Aisle 1,50.0,9.99,Supplier C,In Stock,2022-12-20
1744, gadget z ,FURNITURE,Warehouse 1,Aisle 1,150.0,29.99,Supplier D,In Stock,2023-03-05
1258, widget b ,TOYS,Warehouse 1,Aisle 4,300.0,9.99,Supplier D,In Stock,2023-03-05
1358, gadget x ,FURNITURE,Warehouse 3,Aisle 3,300.0,29.99,Supplier B,Low Stock,2022-12-20
1709, gadget x ,FURNITURE,Warehouse 2,Aisle 2,100.0,19.99,Supplier B,Out of Stock,2023-04-25
1455, widget c ,TOYS,Warehouse 2,Aisle 1,0.0,19.99,Supplier D,In Stock,2023-01-15
1410, gadget x ,CLOTHING,Warehouse 1,Aisle 2,50.0,49.99,Supplier B,Out of Stock,2023-04-25
1648, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,0.0,29.99,Supplier C,In Stock,2022-12-20
1317, gadget z ,CLOTHING,Warehouse 2,Aisle 3,300.0,29.99,Supplier B,In Stock,2023-04-25
1676, widget a ,TOYS,Warehouse 2,Aisle 3,300.0,49.99,Supplier B,In Stock,2022-12-20
1224, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,0.0,19.99,Supplier D,In Stock,2022-12-20
1818, gadget z ,TOYS,Warehouse 3,Aisle 4,100.0,29.99,Supplier D,In Stock,2023-01-15
1233, widget c ,TOYS,Warehouse 2,Aisle 5,0.0,49.99,Supplier A,Out of Stock,2022-12-20
1683, gadget z ,FURNITURE,Warehouse 1,Aisle 5,0.0,29.99,Supplier A,In Stock,2023-01-15
1663, widget a ,ELECTRONICS,Warehouse 1,Aisle 2,0.0,19.99,Supplier D,Out of Stock,2023-04-25
1974, widget b ,FURNITURE,Warehouse 3,Aisle 5,100.0,49.99,Supplier B,Low Stock,2022-12-20
1826, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,100.0,19.99,Supplier B,In Stock,2023-03-05
1373, widget b ,TOYS,Warehouse 2,Aisle 3,150.0,9.99,Supplier A,Out of Stock,2023-03-05
1671, widget c ,TOYS,Warehouse 3,Aisle 3,0.0,19.99,Supplier A,Low Stock,2022-12-20
1607, gadget y ,CLOTHING,Warehouse 3,Aisle 2,0.0,29.99,Supplier A,Low Stock,2023-01-15
1471, gadget x ,ELECTRONICS,Warehouse 1,Aisle 1,150.0,29.99,Supplier C,Low Stock,2022-12-20
1232, gadget y ,FURNITURE,Warehouse 1,Aisle 2,150.0,19.99,Supplier C,Out of Stock,2023-01-15
1691, gadget z ,CLOTHING,Warehouse 3,Aisle 2,300.0,29.99,Supplier A,In Stock,2022-12-20
1112, widget b ,CLOTHING,Warehouse 2,Aisle 4,0.0,9.99,Supplier B,In Stock,2022-12-20
1829, gadget z ,CLOTHING,Warehouse 1,Aisle 4,150.0,49.99,Supplier A,Out of Stock,2022-12-20
1496, gadget x ,FURNITURE,Warehouse 1,Aisle 2,50.0,49.99,Supplier C,In Stock,2023-04-25
1441, widget c ,CLOTHING,Warehouse 2,Aisle 2,0.0,29.99,Supplier B,Out of Stock,2023-04-25
1563, gadget x ,FURNITURE,Warehouse 1,Aisle 2,150.0,49.99,Supplier C,In Stock,2022-12-20
1267, widget a ,CLOTHING,Warehouse 2,Aisle 5,50.0,19.99,Supplier B,Low Stock,2023-04-25
1509, gadget x ,FURNITURE,Warehouse 2,Aisle 4,50.0,29.99,Supplier C,In Stock,2023-03-05
1806, widget a ,TOYS,Warehouse 2,Aisle 2,50.0,29.99,Supplier B,Out of Stock,2023-04-25
1385, gadget x ,TOYS,Warehouse 3,Aisle 3,300.0,19.99,Supplier B,Out of Stock,2023-04-25
1386, widget a ,TOYS,Warehouse 3,Aisle 3,300.0,19.99,Supplier B,Low Stock,2023-04-25
1112, widget b ,TOYS,Warehouse 3,Aisle 5,50.0,19.99,Supplier B,Out of Stock,2023-03-05
1612, gadget z ,TOYS,Warehouse 2,Aisle 5,300.0,29.99,Supplier D,In Stock,2023-04-25
1624, gadget z ,CLOTHING,Warehouse 2,Aisle 1,0.0,9.99,Supplier C,In Stock,2023-03-05
1951, gadget y ,CLOTHING,Warehouse 3,Aisle 1,50.0,49.99,Supplier C,Low Stock,2022-12-20
1080, gadget z ,CLOTHING,Warehouse 1,Aisle 1,0.0,29.99,Supplier D,Out of Stock,2023-01-15
1698, widget c ,FURNITURE,Warehouse 2,Aisle 5,0.0,9.99,Supplier B,Low Stock,2022-12-20
1112, gadget x ,FURNITURE,Warehouse 1,Aisle 5,50.0,29.99,Supplier B,In Stock,2023-01-15
1001, gadget y ,FURNITURE,Warehouse 1,Aisle 5,0.0,49.99,Supplier C,Low Stock,2022-12-20
1641, widget c ,FURNITURE,Warehouse 2,Aisle 3,50.0,29.99,Supplier D,Out of Stock,2023-01-15
1219, widget c ,TOYS,Warehouse 2,Aisle 5,50.0,19.99,Supplier B,Low Stock,2023-01-15
1565, widget a ,TOYS,Warehouse 1,Aisle 3,300.0,19.99,Supplier B,Out of Stock,2022-12-20
1854, gadget z ,TOYS,Warehouse 1,Aisle 1,50.0,29.99,Supplier B,Out of Stock,2023-01-15
1996, widget b ,ELECTRONICS,Warehouse 3,Aisle 1,0.0,9.99,Supplier A,In Stock,2023-01-15
1735, widget b ,CLOTHING,Warehouse 3,Aisle 1,300.0,9.99,Supplier D,In Stock,2022-12-20
1224, gadget y ,FURNITURE,Warehouse 2,Aisle 2,100.0,29.99,Supplier B,In Stock,2023-04-25
1384, widget b ,FURNITURE,Warehouse 3,Aisle 2,100.0,29.99,Supplier A,Out of Stock,2023-04-25
1402, gadget x ,TOYS,Warehouse 3,Aisle 4,0.0,9.99,Supplier D,Low Stock,2022-12-20
1637, widget b ,FURNITURE,Warehouse 3,Aisle 4,0.0,29.99,Supplier B,Out of Stock,2023-03-05
1129, gadget y ,FURNITURE,Warehouse 3,Aisle 4,0.0,49.99,Supplier C,In Stock,2023-01-15
1052, widget b ,CLOTHING,Warehouse 1,Aisle 2,150.0,19.99,Supplier A,In Stock,2023-01-15
1683, gadget x ,TOYS,Warehouse 2,Aisle 2,100.0,19.99,Supplier A,Low Stock,2022-12-20
1729, widget a ,CLOTHING,Warehouse 3,Aisle 4,0.0,19.99,Supplier B,In Stock,2022-12-20
1671, gadget y ,ELECTRONICS,Warehouse 1,Aisle 4,100.0,29.99,Supplier B,In Stock,2023-03-05
1709, widget a ,ELECTRONICS,Warehouse 1,Aisle 5,0.0,29.99,Supplier A,In Stock,2023-04-25
1415, widget a ,ELECTRONICS,Warehouse 1,Aisle 4,0.0,29.99,Supplier C,Low Stock,2022-12-20
1246, widget a ,TOYS,Warehouse 3,Aisle 5,150.0,19.99,Supplier C,Out of Stock,2023-04-25
1835, widget c ,FURNITURE,Warehouse 3,Aisle 3,150.0,29.99,Supplier D,In Stock,2023-01-15
1438, gadget z ,TOYS,Warehouse 2,Aisle 2,300.0,19.99,Supplier B,Low Stock,2022-12-20
1202, widget c ,TOYS,Warehouse 3,Aisle 4,0.0,29.99,Supplier C,In Stock,2023-03-05
1183, gadget z ,FURNITURE,Warehouse 3,Aisle 2,0.0,29.99,Supplier D,Low Stock,2023-04-25
1122, widget a ,CLOTHING,Warehouse 1,Aisle 2,100.0,49.99,Supplier C,In Stock,2023-03-05
1400, gadget y ,ELECTRONICS,Warehouse 2,Aisle 2,50.0,29.99,Supplier B,Low Stock,2023-04-25
1766, gadget z ,CLOTHING,Warehouse 3,Aisle 3,150.0,29.99,Supplier D,In Stock,2023-01-15
1293, gadget x ,ELECTRONICS,Warehouse 3,Aisle 1,50.0,29.99,Supplier D,Out of Stock,2022-12-20
1279, gadget x ,TOYS,Warehouse 1,Aisle 4,0.0,19.99,Supplier D,In Stock,2023-03-05
1836, widget b ,ELECTRONICS,Warehouse 1,Aisle 1,150.0,29.99,Supplier C,Low Stock,2023-03-05
1883, gadget z ,TOYS,Warehouse 3,Aisle 1,50.0,9.99,Supplier B,In Stock,2022-12-20
1609, gadget y ,CLOTHING,Warehouse 2,Aisle 1,0.0,19.99,Supplier D,Out of Stock,2023-03-05
1197, widget c ,TOYS,Warehouse 2,Aisle 2,100.0,9.99,Supplier A,In Stock,2023-03-05
1981, widget a ,CLOTHING,Warehouse 1,Aisle 5,0.0,19.99,Supplier B,Low Stock,2023-04-25
1906, widget b ,FURNITURE,Warehouse 1,Aisle 2,300.0,29.99,Supplier A,Low Stock,2023-04-25
1510, gadget x ,FURNITURE,Warehouse 3,Aisle 2,150.0,29.99,Supplier A,Out of Stock,2022-12-20
1751, widget c ,FURNITURE,Warehouse 1,Aisle 1,0.0,29.99,Supplier D,Low Stock,2023-01-15
1143, widget c ,TOYS,Warehouse 3,Aisle 2,100.0,9.99,Supplier D,In Stock,2023-03-05
1608, widget a ,FURNITURE,Warehouse 2,Aisle 1,50.0,49.99,Supplier C,In Stock,2023-01-15
1200, gadget z ,ELECTRONICS,Warehouse 2,Aisle 5,150.0,19.99,Supplier C,In Stock,2022-12-20
1123, gadget x ,CLOTHING,Warehouse 3,Aisle 4,0.0,29.99,Supplier C,Low Stock,2022-12-20
1186, gadget y ,CLOTHING,Warehouse 1,Aisle 1,0.0,19.99,Supplier B,In Stock,2023-04-25
1325, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,0.0,9.99,Supplier C,In Stock,2023-03-05
1463, widget a ,TOYS,Warehouse 1,Aisle 4,150.0,49.99,Supplier A,In Stock,2022-12-20
1348, gadget y ,TOYS,Warehouse 2,Aisle 3,150.0,9.99,Supplier C,Out of Stock,2022-12-20
1770, gadget z ,CLOTHING,Warehouse 3,Aisle 1,300.0,19.99,Supplier D,Low Stock,2023-03-05
1659, gadget x ,FURNITURE,Warehouse 3,Aisle 1,300.0,49.99,Supplier C,Low Stock,2023-01-15
1763, gadget z ,TOYS,Warehouse 3,Aisle 3,0.0,49.99,Supplier B,Low Stock,2023-04-25
1954, widget c ,TOYS,Warehouse 2,Aisle 3,0.0,9.99,Supplier B,Out of Stock,2023-01-15
1931, gadget y ,ELECTRONICS,Warehouse 1,Aisle 1,0.0,29.99,Supplier A,Low Stock,2022-12-20
1402, gadget y ,ELECTRONICS,Warehouse 1,Aisle 3,150.0,19.99,Supplier B,Out of Stock,2022-12-20
1345, gadget y ,FURNITURE,Warehouse 1,Aisle 2,150.0,29.99,Supplier C,Out of Stock,2023-01-15
1962, widget c ,TOYS,Warehouse 2,Aisle 4,50.0,29.99,Supplier D,Low Stock,2022-12-20
1510, widget c ,TOYS,Warehouse 2,Aisle 4,300.0,9.99,Supplier B,In Stock,2023-03-05
1146, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,50.0,19.99,Supplier A,In Stock,2022-12-20
1147, widget b ,TOYS,Warehouse 2,Aisle 2,100.0,19.99,Supplier C,Low Stock,2023-04-25
1863, gadget z ,CLOTHING,Warehouse 2,Aisle 3,150.0,9.99,Supplier A,Low Stock,2023-03-05
1710, gadget x ,ELECTRONICS,Warehouse 1,Aisle 5,50.0,19.99,Supplier B,Out of Stock,2022-12-20
1819, widget a ,FURNITURE,Warehouse 2,Aisle 3,0.0,29.99,Supplier B,Low Stock,2022-12-20
1488, gadget y ,ELECTRONICS,Warehouse 2,Aisle 1,300.0,9.99,Supplier A,Out of Stock,2022-12-20
1928, widget b ,TOYS,Warehouse 1,Aisle 4,300.0,29.99,Supplier C,Low Stock,2023-04-25
1935, widget a ,FURNITURE,Warehouse 2,Aisle 3,0.0,19.99,Supplier B,In Stock,2023-04-25
1639, widget b ,ELECTRONICS,Warehouse 1,Aisle 5,0.0,9.99,Supplier D,In Stock,2023-01-15
1550, gadget z ,CLOTHING,Warehouse 1,Aisle 1,0.0,19.99,Supplier B,Low Stock,2023-01-15
1337, widget c ,CLOTHING,Warehouse 3,Aisle 2,50.0,9.99,Supplier C,Out of Stock,2023-01-15
1871, gadget y ,ELECTRONICS,Warehouse 3,Aisle 2,100.0,19.99,Supplier B,In Stock,2023-04-25
1640, gadget z ,CLOTHING,Warehouse 3,Aisle 5,0.0,29.99,Supplier A,Out of Stock,2023-01-15
1778, widget a ,CLOTHING,Warehouse 3,Aisle 1,0.0,29.99,Supplier B,Low Stock,2023-01-15
1987, widget a ,CLOTHING,Warehouse 2,Aisle 4,0.0,19.99,Supplier B,Low Stock,2022-12-20
1952, widget a ,FURNITURE,Warehouse 3,Aisle 3,0.0,9.99,Supplier C,In Stock,2023-01-15
1472, widget a ,CLOTHING,Warehouse 1,Aisle 1,50.0,29.99,Supplier A,Low Stock,2022-12-20
1945, widget a ,CLOTHING,Warehouse 2,Aisle 2,0.0,29.99,Supplier C,In Stock,2023-04-25
1150, widget b ,CLOTHING,Warehouse 3,Aisle 5,0.0,29.99,Supplier B,Out of Stock,2023-03-05
1414, gadget z ,FURNITURE,Warehouse 1,Aisle 5,300.0,29.99,Supplier D,In Stock,2022-12-20
1989, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,100.0,19.99,Supplier B,In Stock,2023-04-25
1297, widget c ,TOYS,Warehouse 2,Aisle 5,300.0,9.99,Supplier C,Out of Stock,2023-04-25
1610, widget c ,CLOTHING,Warehouse 3,Aisle 5,300.0,19.99,Supplier D,In Stock,2022-12-20
1262, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,100.0,49.99,Supplier C,In Stock,2023-01-15
1763, gadget z ,CLOTHING,Warehouse 1,Aisle 4,50.0,29.99,Supplier C,Low Stock,2022-12-20
1143, widget c ,FURNITURE,Warehouse 2,Aisle 3,300.0,49.99,Supplier A,Out of Stock,2023-01-15
1345, widget c ,ELECTRONICS,Warehouse 1,Aisle 1,50.0,29.99,Supplier D,In Stock,2023-01-15
1623, widget b ,FURNITURE,Warehouse 2,Aisle 4,300.0,29.99,Supplier B,Out of Stock,2023-04-25
1571, gadget x ,CLOTHING,Warehouse 3,Aisle 1,150.0,49.99,Supplier C,Out of Stock,2023-01-15
1880, gadget y ,CLOTHING,Warehouse 1,Aisle 1,100.0,49.99,Supplier B,In Stock,2022-12-20
1001, widget a ,FURNITURE,Warehouse 2,Aisle 5,300.0,19.99,Supplier A,Low Stock,2022-12-20
1896, gadget x ,TOYS,Warehouse 2,Aisle 4,150.0,49.99,Supplier A,Out of Stock,2022-12-20
1303, gadget z ,FURNITURE,Warehouse 2,Aisle 3,0.0,19.99,Supplier D,In Stock,2023-04-25
1253, widget c ,CLOTHING,Warehouse 1,Aisle 3,150.0,19.99,Supplier A,Out of Stock,2022-12-20
1651, gadget x ,FURNITURE,Warehouse 1,Aisle 4,0.0,19.99,Supplier A,Low Stock,2023-03-05
1452, gadget y ,TOYS,Warehouse 1,Aisle 5,300.0,29.99,Supplier B,Low Stock,2023-01-15
1036, gadget z ,FURNITURE,Warehouse 3,Aisle 2,150.0,29.99,Supplier A,Low Stock,2023-03-05
1159, widget a ,TOYS,Warehouse 3,Aisle 1,50.0,49.99,Supplier A,In Stock,2022-12-20
1008, widget a ,TOYS,Warehouse 1,Aisle 5,0.0,29.99,Supplier C,In Stock,2022-12-20
1232, gadget y ,FURNITURE,Warehouse 2,Aisle 4,300.0,49.99,Supplier A,Low Stock,2023-04-25
1098, gadget y ,FURNITURE,Warehouse 3,Aisle 1,0.0,29.99,Supplier C,In Stock,2022-12-20
1658, widget c ,ELECTRONICS,Warehouse 1,Aisle 3,150.0,9.99,Supplier A,Low Stock,2022-12-20
1815, widget a ,CLOTHING,Warehouse 2,Aisle 2,0.0,9.99,Supplier A,In Stock,2022-12-20
1207, gadget z ,TOYS,Warehouse 3,Aisle 3,300.0,49.99,Supplier D,Low Stock,2023-04-25
1130, gadget x ,ELECTRONICS,Warehouse 2,Aisle 4,0.0,29.99,Supplier D,Out of Stock,2023-04-25
1403, gadget z ,FURNITURE,Warehouse 2,Aisle 1,0.0,29.99,Supplier C,Low Stock,2023-01-15
1151, widget b ,CLOTHING,Warehouse 2,Aisle 4,150.0,19.99,Supplier A,Low Stock,2022-12-20
1053, widget b ,ELECTRONICS,Warehouse 2,Aisle 1,0.0,29.99,Supplier B,In Stock,2022-12-20
1119, gadget y ,TOYS,Warehouse 3,Aisle 5,0.0,49.99,Supplier D,In Stock,2023-03-05
1672, widget c ,ELECTRONICS,Warehouse 3,Aisle 2,100.0,29.99,Supplier B,In Stock,2022-12-20
1919, widget b ,TOYS,Warehouse 3,Aisle 5,0.0,29.99,Supplier D,In Stock,2023-01-15
1627, widget a ,FURNITURE,Warehouse 1,Aisle 5,100.0,49.99,Supplier D,In Stock,2023-04-25
1586, gadget z ,CLOTHING,Warehouse 3,Aisle 4,150.0,29.99,Supplier A,In Stock,2022-12-20
1624, gadget z ,CLOTHING,Warehouse 2,Aisle 2,300.0,49.99,Supplier D,Out of Stock,2022-12-20
1967, gadget y ,CLOTHING,Warehouse 3,Aisle 1,300.0,29.99,Supplier B,Low Stock,2023-03-05
1419, gadget x ,FURNITURE,Warehouse 2,Aisle 1,150.0,29.99,Supplier D,Low Stock,2023-01-15
1421, gadget y ,TOYS,Warehouse 1,Aisle 3,150.0,9.99,Supplier C,Low Stock,2023-01-15
1103, gadget x ,FURNITURE,Warehouse 2,Aisle 1,50.0,49.99,Supplier A,Out of Stock,2022-12-20
1851, gadget y ,CLOTHING,Warehouse 2,Aisle 4,150.0,49.99,Supplier A,Low Stock,2023-03-05
1253, gadget y ,FURNITURE,Warehouse 2,Aisle 5,0.0,29.99,Supplier C,Out of Stock,2023-01-15
1226, gadget y ,FURNITURE,Warehouse 1,Aisle 5,300.0,9.99,Supplier C,Out of Stock,2022-12-20
1111, gadget x ,FURNITURE,Warehouse 3,Aisle 5,0.0,9.99,Supplier C,Out of Stock,2023-01-15
1509, gadget x ,TOYS,Warehouse 3,Aisle 2,300.0,29.99,Supplier D,Low Stock,2023-03-05
1472, gadget y ,ELECTRONICS,Warehouse 1,Aisle 1,100.0,19.99,Supplier A,Out of Stock,2023-04-25
1098, widget b ,ELECTRONICS,Warehouse 2,Aisle 4,300.0,49.99,Supplier C,Low Stock,2023-04-25
1152, widget c ,FURNITURE,Warehouse 3,Aisle 2,50.0,49.99,Supplier D,Low Stock,2022-12-20
1860, widget c ,ELECTRONICS,Warehouse 1,Aisle 3,150.0,29.99,Supplier C,In Stock,2023-03-05
1913, widget c ,ELECTRONICS,Warehouse 3,Aisle 4,150.0,29.99,Supplier B,In Stock,2023-01-15
1895, gadget x ,FURNITURE,Warehouse 1,Aisle 4,300.0,29.99,Supplier B,Out of Stock,2023-01-15
1877, gadget x ,FURNITURE,Warehouse 2,Aisle 4,0.0,29.99,Supplier A,Out of Stock,2023-04-25
1337, widget b ,CLOTHING,Warehouse 3,Aisle 5,0.0,9.99,Supplier D,Low Stock,2023-04-25
1705, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,50.0,49.99,Supplier B,Out of Stock,2022-12-20
1821, widget c ,TOYS,Warehouse 3,Aisle 1,100.0,29.99,Supplier B,Out of Stock,2023-04-25
1162, gadget y ,FURNITURE,Warehouse 3,Aisle 4,300.0,9.99,Supplier D,Low Stock,2022-12-20
1719, gadget x ,CLOTHING,Warehouse 3,Aisle 5,150.0,29.99,Supplier C,Out of Stock,2023-01-15
1956, widget c ,TOYS,Warehouse 3,Aisle 4,300.0,29.99,Supplier D,Out of Stock,2022-12-20
1680, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,50.0,49.99,Supplier C,Low Stock,2022-12-20
1995, widget b ,CLOTHING,Warehouse 2,Aisle 3,0.0,29.99,Supplier B,Low Stock,2022-12-20
1160, gadget z ,FURNITURE,Warehouse 1,Aisle 5,0.0,29.99,Supplier B,In Stock,2023-04-25
1579, gadget z ,TOYS,Warehouse 1,Aisle 1,50.0,29.99,Supplier B,Low Stock,2022-12-20
1800, widget b ,FURNITURE,Warehouse 1,Aisle 1,150.0,49.99,Supplier A,In Stock,2023-01-15
1397, gadget z ,ELECTRONICS,Warehouse 2,Aisle 2,50.0,9.99,Supplier A,Out of Stock,2023-03-05
1276, widget c ,TOYS,Warehouse 3,Aisle 5,150.0,49.99,Supplier A,Low Stock,2022-12-20
1815, gadget x ,ELECTRONICS,Warehouse 3,Aisle 4,0.0,9.99,Supplier D,Low Stock,2023-04-25
1915, widget b ,ELECTRONICS,Warehouse 3,Aisle 5,50.0,19.99,Supplier B,Low Stock,2022-12-20
1503, gadget y ,CLOTHING,Warehouse 2,Aisle 2,150.0,49.99,Supplier B,Out of Stock,2023-01-15
1895, gadget z ,FURNITURE,Warehouse 3,Aisle 5,50.0,49.99,Supplier D,In Stock,2022-12-20
1391, widget b ,TOYS,Warehouse 2,Aisle 5,50.0,29.99,Supplier A,Out of Stock,2023-03-05
1134, widget a ,ELECTRONICS,Warehouse 3,Aisle 2,150.0,29.99,Supplier D,Out of Stock,2022-12-20
1194, widget a ,ELECTRONICS,Warehouse 3,Aisle 1,150.0,9.99,Supplier A,Low Stock,2022-12-20
1400, gadget x ,TOYS,Warehouse 1,Aisle 4,100.0,9.99,Supplier B,In Stock,2023-04-25
1639, widget c ,ELECTRONICS,Warehouse 2,Aisle 2,50.0,29.99,Supplier C,Out of Stock,2022-12-20
1032, gadget x ,CLOTHING,Warehouse 1,Aisle 3,0.0,29.99,Supplier A,Low Stock,2023-01-15
1687, gadget x ,CLOTHING,Warehouse 1,Aisle 1,50.0,29.99,Supplier B,Out of Stock,2023-03-05
1459, gadget x ,CLOTHING,Warehouse 1,Aisle 3,50.0,29.99,Supplier B,Out of Stock,2022-12-20
1954, gadget x ,CLOTHING,Warehouse 2,Aisle 1,150.0,49.99,Supplier C,Low Stock,2023-03-05
1882, gadget y ,ELECTRONICS,Warehouse 2,Aisle 4,50.0,19.99,Supplier B,Low Stock,2022-12-20
1469, gadget y ,TOYS,Warehouse 3,Aisle 4,300.0,29.99,Supplier B,In Stock,2022-12-20
1374, widget b ,TOYS,Warehouse 1,Aisle 5,50.0,29.99,Supplier A,Out of Stock,2023-04-25
1021, widget a ,TOYS,Warehouse 3,Aisle 3,300.0,29.99,Supplier A,Low Stock,2023-03-05
1749, gadget x ,TOYS,Warehouse 1,Aisle 1,0.0,9.99,Supplier C,Low Stock,2022-12-20
1669, widget b ,FURNITURE,Warehouse 2,Aisle 4,150.0,19.99,Supplier C,In Stock,2022-12-20
1037, widget a ,TOYS,Warehouse 2,Aisle 2,50.0,49.99,Supplier B,In Stock,2022-12-20
1229, gadget z ,FURNITURE,Warehouse 2,Aisle 4,300.0,9.99,Supplier A,Low Stock,2023-01-15
1364, widget c ,FURNITURE,Warehouse 1,Aisle 2,300.0,9.99,Supplier C,In Stock,2023-03-05
1562, gadget y ,CLOTHING,Warehouse 2,Aisle 1,300.0,19.99,Supplier C,Low Stock,2022-12-20
1437, gadget z ,FURNITURE,Warehouse 1,Aisle 4,0.0,49.99,Supplier D,Out of Stock,2023-03-05
1775, widget a ,ELECTRONICS,Warehouse 3,Aisle 4,100.0,29.99,Supplier C,In Stock,2022-12-20
1282, gadget z ,FURNITURE,Warehouse 1,Aisle 1,0.0,49.99,Supplier B,Out of Stock,2023-04-25
1026, widget c ,CLOTHING,Warehouse 3,Aisle 4,50.0,29.99,Supplier A,Out of Stock,2023-04-25
1225, widget a ,FURNITURE,Warehouse 1,Aisle 2,0.0,9.99,Supplier C,Out of Stock,2023-04-25
1276, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,50.0,29.99,Supplier D,Low Stock,2022-12-20
1797, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,50.0,29.99,Supplier A,Out of Stock,2022-12-20
1608, gadget y ,ELECTRONICS,Warehouse 3,Aisle 5,150.0,29.99,Supplier C,Out of Stock,2022-12-20
1283, widget b ,CLOTHING,Warehouse 2,Aisle 2,150.0,49.99,Supplier D,Out of Stock,2023-03-05
1878, gadget z ,CLOTHING,Warehouse 2,Aisle 3,150.0,29.99,Supplier C,Low Stock,2022-12-20
1959, gadget x ,TOYS,Warehouse 3,Aisle 1,0.0,29.99,Supplier A,Out of Stock,2023-03-05
1480, gadget z ,CLOTHING,Warehouse 1,Aisle 2,50.0,29.99,Supplier A,Out of Stock,2023-03-05
1452, widget a ,ELECTRONICS,Warehouse 1,Aisle 5,100.0,29.99,Supplier A,In Stock,2023-03-05
1828, widget a ,ELECTRONICS,Warehouse 1,Aisle 5,0.0,49.99,Supplier B,Low Stock,2022-12-20
1815, gadget z ,CLOTHING,Warehouse 1,Aisle 1,150.0,29.99,Supplier C,Out of Stock,2022-12-20
1658, widget c ,FURNITURE,Warehouse 1,Aisle 1,150.0,9.99,Supplier B,In Stock,2022-12-20
1515, gadget y ,CLOTHING,Warehouse 2,Aisle 2,50.0,29.99,Supplier A,Low Stock,2022-12-20
1546, widget a ,CLOTHING,Warehouse 1,Aisle 4,50.0,29.99,Supplier D,Low Stock,2022-12-20
1191, gadget y ,ELECTRONICS,Warehouse 2,Aisle 1,0.0,29.99,Supplier C,Low Stock,2023-03-05
1048, widget a ,TOYS,Warehouse 2,Aisle 4,0.0,29.99,Supplier B,Low Stock,2022-12-20
1511, widget b ,ELECTRONICS,Warehouse 2,Aisle 3,150.0,49.99,Supplier C,Low Stock,2022-12-20
1016, gadget x ,TOYS,Warehouse 3,Aisle 5,50.0,29.99,Supplier D,Low Stock,2023-04-25
1171, widget a ,ELECTRONICS,Warehouse 3,Aisle 4,100.0,49.99,Supplier B,Out of Stock,2022-12-20
1219, gadget y ,CLOTHING,Warehouse 2,Aisle 5,0.0,49.99,Supplier A,Out of Stock,2023-04-25
1157, widget b ,ELECTRONICS,Warehouse 3,Aisle 4,50.0,29.99,Supplier B,Out of Stock,2022-12-20
1476, widget a ,ELECTRONICS,Warehouse 1,Aisle 3,50.0,9.99,Supplier C,Out of Stock,2022-12-20
1045, widget c ,ELECTRONICS,Warehouse 1,Aisle 1,300.0,29.99,Supplier C,In Stock,2022-12-20
1372, gadget x ,CLOTHING,Warehouse 2,Aisle 3,0.0,29.99,Supplier C,Out of Stock,2022-12-20
1517, widget a ,CLOTHING,Warehouse 1,Aisle 1,0.0,49.99,Supplier C,Low Stock,2023-01-15
1098, widget b ,CLOTHING,Warehouse 2,Aisle 1,150.0,49.99,Supplier A,Out of Stock,2022-12-20
1891, widget c ,CLOTHING,Warehouse 2,Aisle 5,50.0,29.99,Supplier B,Out of Stock,2022-12-20
1744, gadget z ,TOYS,Warehouse 1,Aisle 3,150.0,29.99,Supplier A,Low Stock,2023-03-05
1036, widget b ,TOYS,Warehouse 3,Aisle 4,50.0,29.99,Supplier A,Out of Stock,2023-03-05
1279, widget b ,FURNITURE,Warehouse 1,Aisle 3,150.0,19.99,Supplier A,Out of Stock,2022-12-20
1348, widget c ,CLOTHING,Warehouse 1,Aisle 5,0.0,19.99,Supplier C,Out of Stock,2023-04-25
1496, widget b ,TOYS,Warehouse 2,Aisle 1,0.0,29.99,Supplier C,In Stock,2023-03-05
1301, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,0.0,19.99,Supplier C,Out of Stock,2022-12-20
1180, widget a ,CLOTHING,Warehouse 2,Aisle 2,300.0,29.99,Supplier B,Low Stock,2023-01-15
1606, widget c ,FURNITURE,Warehouse 2,Aisle 2,100.0,49.99,Supplier D,Low Stock,2023-04-25
1098, widget c ,FURNITURE,Warehouse 3,Aisle 4,0.0,29.99,Supplier C,Out of Stock,2022-12-20
1699, gadget x ,FURNITURE,Warehouse 3,Aisle 5,0.0,9.99,Supplier B,Out of Stock,2022-12-20
