Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked,Restock Missing Flag,Stock Value,Days Since Restocked
1632,Widget C,Furniture,Warehouse 1,Aisle 5,150.0,29.99,Supplier B,Low Stock,2022-12-20,0,4498.5,1337.0
1627,Gadget Y,Furniture,Warehouse 2,Aisle 4,50.0,29.99,Supplier A,Low Stock,2023-03-05,0,1499.5,1262.0
1972,Gadget X,Furniture,Warehouse 3,Aisle 1,50.0,9.99,Supplier C,In Stock,,1,499.5,
1744,Gadget Z,Furniture,Warehouse 1,Aisle 1,150.0,29.99,Supplier D,In Stock,2023-03-05,0,4498.5,1262.0
1258,Widget B,Toys,Warehouse 1,Aisle 4,300.0,9.99,Supplier D,In Stock,2023-03-05,0,2997.0,1262.0
1358,Gadget X,Furniture,Warehouse 3,Aisle 3,300.0,29.99,Supplier B,Low Stock,2022-12-20,0,8997.0,1337.0
1709,Gadget X,Furniture,Warehouse 2,Aisle 2,100.0,19.99,Supplier B,Out of Stock,2023-04-25,0,1998.9999999999998,1211.0
1410,Gadget X,Clothing,Warehouse 1,Aisle 2,50.0,49.99,Supplier B,Out of Stock,2023-04-25,0,2499.5,1211.0
1648,Gadget Z,Electronics,Warehouse 2,Aisle 4,0.0,29.99,Supplier C,In Stock,,1,0.0,
1317,Gadget Z,Clothing,Warehouse 2,Aisle 3,300.0,29.99,Supplier B,In Stock,2023-04-25,0,8997.0,1211.0
1676,Widget A,Toys,Warehouse 2,Aisle 3,300.0,49.99,Supplier B,In Stock,,1,14997.0,
1233,Widget C,Toys,Warehouse 2,Aisle 5,0.0,49.99,Supplier A,Out of Stock,2022-12-20,0,0.0,1337.0
1974,Widget B,Furniture,Warehouse 3,Aisle 5,100.0,49.99,Supplier B,Low Stock,,1,4999.0,
1826,Widget C,Electronics,Warehouse 2,Aisle 5,100.0,19.99,Supplier B,In Stock,2023-03-05,0,1998.9999999999998,1262.0
1373,Widget B,Toys,Warehouse 2,Aisle 3,150.0,9.99,Supplier A,Out of Stock,2023-03-05,0,1498.5,1262.0
1671,Widget C,Toys,Warehouse 3,Aisle 3,0.0,19.99,Supplier A,Low Stock,,1,0.0,
1607,Gadget Y,Clothing,Warehouse 3,Aisle 2,0.0,29.99,Supplier A,Low Stock,2023-01-15,0,0.0,1311.0
1232,Gadget Y,Furniture,Warehouse 1,Aisle 2,150.0,19.99,Supplier C,Out of Stock,2023-01-15,0,2998.4999999999995,1311.0
1691,Gadget Z,Clothing,Warehouse 3,Aisle 2,300.0,29.99,Supplier A,In Stock,,1,8997.0,
1112,Widget B,Clothing,Warehouse 2,Aisle 4,0.0,9.99,Supplier B,In Stock,,1,0.0,
1829,Gadget Z,Clothing,Warehouse 1,Aisle 4,150.0,49.99,Supplier A,Out of Stock,2022-12-20,0,7498.5,1337.0
1496,Gadget X,Furniture,Warehouse 1,Aisle 2,50.0,49.99,Supplier C,In Stock,2023-04-25,0,2499.5,1211.0
1441,Widget C,Clothing,Warehouse 2,Aisle 2,0.0,29.99,Supplier B,Out of Stock,2023-04-25,0,0.0,1211.0
1267,Widget A,Clothing,Warehouse 2,Aisle 5,50.0,19.99,Supplier B,Low Stock,2023-04-25,0,999.4999999999999,1211.0
1509,Gadget X,Furniture,Warehouse 2,Aisle 4,50.0,29.99,Supplier C,In Stock,2023-03-05,0,1499.5,1262.0
1806,Widget A,Toys,Warehouse 2,Aisle 2,50.0,29.99,Supplier B,Out of Stock,2023-04-25,0,1499.5,1211.0
1386,Widget A,Toys,Warehouse 3,Aisle 3,300.0,19.99,Supplier B,Low Stock,2023-04-25,0,5996.999999999999,1211.0
1624,Gadget Z,Clothing,Warehouse 2,Aisle 1,0.0,9.99,Supplier C,In Stock,2023-03-05,0,0.0,1262.0
1951,Gadget Y,Clothing,Warehouse 3,Aisle 1,50.0,49.99,Supplier C,Low Stock,2022-12-20,0,2499.5,1337.0
1641,Widget C,Furniture,Warehouse 2,Aisle 3,50.0,29.99,Supplier D,Out of Stock,2023-01-15,0,1499.5,1311.0
1219,Widget C,Toys,Warehouse 2,Aisle 5,50.0,19.99,Supplier B,Low Stock,2023-01-15,0,999.4999999999999,1311.0
1854,Gadget Z,Toys,Warehouse 1,Aisle 1,50.0,29.99,Supplier B,Out of Stock,2023-01-15,0,1499.5,1311.0
1996,Widget B,Electronics,Warehouse 3,Aisle 1,0.0,9.99,Supplier A,In Stock,2023-01-15,0,0.0,1311.0
1735,Widget B,Clothing,Warehouse 3,Aisle 1,300.0,9.99,Supplier D,In Stock,,1,2997.0,
1402,Gadget X,Toys,Warehouse 3,Aisle 4,0.0,9.99,Supplier D,Low Stock,,1,0.0,
1637,Widget B,Furniture,Warehouse 3,Aisle 4,0.0,29.99,Supplier B,Out of Stock,2023-03-05,0,0.0,1262.0
1129,Gadget Y,Furniture,Warehouse 3,Aisle 4,0.0,49.99,Supplier C,In Stock,2023-01-15,0,0.0,1311.0
1415,Widget A,Electronics,Warehouse 1,Aisle 4,0.0,29.99,Supplier C,Low Stock,2022-12-20,0,0.0,1337.0
1246,Widget A,Toys,Warehouse 3,Aisle 5,150.0,19.99,Supplier C,Out of Stock,2023-04-25,0,2998.4999999999995,1211.0
1835,Widget C,Furniture,Warehouse 3,Aisle 3,150.0,29.99,Supplier D,In Stock,2023-01-15,0,4498.5,1311.0
1438,Gadget Z,Toys,Warehouse 2,Aisle 2,300.0,19.99,Supplier B,Low Stock,,1,5996.999999999999,
1202,Widget C,Toys,Warehouse 3,Aisle 4,0.0,29.99,Supplier C,In Stock,2023-03-05,0,0.0,1262.0
1183,Gadget Z,Furniture,Warehouse 3,Aisle 2,0.0,29.99,Supplier D,Low Stock,2023-04-25,0,0.0,1211.0
1122,Widget A,Clothing,Warehouse 1,Aisle 2,100.0,49.99,Supplier C,In Stock,2023-03-05,0,4999.0,1262.0
1400,Gadget Y,Electronics,Warehouse 2,Aisle 2,50.0,29.99,Supplier B,Low Stock,2023-04-25,0,1499.5,1211.0
1293,Gadget X,Electronics,Warehouse 3,Aisle 1,50.0,29.99,Supplier D,Out of Stock,2022-12-20,0,1499.5,1337.0
1279,Gadget X,Toys,Warehouse 1,Aisle 4,0.0,19.99,Supplier D,In Stock,2023-03-05,0,0.0,1262.0
1836,Widget B,Electronics,Warehouse 1,Aisle 1,150.0,29.99,Supplier C,Low Stock,2023-03-05,0,4498.5,1262.0
1883,Gadget Z,Toys,Warehouse 3,Aisle 1,50.0,9.99,Supplier B,In Stock,2022-12-20,0,499.5,1337.0
1609,Gadget Y,Clothing,Warehouse 2,Aisle 1,0.0,19.99,Supplier D,Out of Stock,2023-03-05,0,0.0,1262.0
1197,Widget C,Toys,Warehouse 2,Aisle 2,100.0,9.99,Supplier A,In Stock,2023-03-05,0,999.0,1262.0
1981,Widget A,Clothing,Warehouse 1,Aisle 5,0.0,19.99,Supplier B,Low Stock,2023-04-25,0,0.0,1211.0
1906,Widget B,Furniture,Warehouse 1,Aisle 2,300.0,29.99,Supplier A,Low Stock,2023-04-25,0,8997.0,1211.0
1751,Widget C,Furniture,Warehouse 1,Aisle 1,0.0,29.99,Supplier D,Low Stock,2023-01-15,0,0.0,1311.0
1143,Widget C,Toys,Warehouse 3,Aisle 2,100.0,9.99,Supplier D,In Stock,2023-03-05,0,999.0,1262.0
1608,Widget A,Furniture,Warehouse 2,Aisle 1,50.0,49.99,Supplier C,In Stock,2023-01-15,0,2499.5,1311.0
1123,Gadget X,Clothing,Warehouse 3,Aisle 4,0.0,29.99,Supplier C,Low Stock,2022-12-20,0,0.0,1337.0
1186,Gadget Y,Clothing,Warehouse 1,Aisle 1,0.0,19.99,Supplier B,In Stock,2023-04-25,0,0.0,1211.0
1325,Widget C,Electronics,Warehouse 2,Aisle 5,0.0,9.99,Supplier C,In Stock,2023-03-05,0,0.0,1262.0
1463,Widget A,Toys,Warehouse 1,Aisle 4,150.0,49.99,Supplier A,In Stock,,1,7498.5,
1348,Gadget Y,Toys,Warehouse 2,Aisle 3,150.0,9.99,Supplier C,Out of Stock,2022-12-20,0,1498.5,1337.0
1770,Gadget Z,Clothing,Warehouse 3,Aisle 1,300.0,19.99,Supplier D,Low Stock,2023-03-05,0,5996.999999999999,1262.0
1659,Gadget X,Furniture,Warehouse 3,Aisle 1,300.0,49.99,Supplier C,Low Stock,2023-01-15,0,14997.0,1311.0
1954,Widget C,Toys,Warehouse 2,Aisle 3,0.0,9.99,Supplier B,Out of Stock,2023-01-15,0,0.0,1311.0
1962,Widget C,Toys,Warehouse 2,Aisle 4,50.0,29.99,Supplier D,Low Stock,2022-12-20,0,1499.5,1337.0
1146,Gadget Z,Electronics,Warehouse 2,Aisle 4,50.0,19.99,Supplier A,In Stock,2022-12-20,0,999.4999999999999,1337.0
1147,Widget B,Toys,Warehouse 2,Aisle 2,100.0,19.99,Supplier C,Low Stock,2023-04-25,0,1998.9999999999998,1211.0
1710,Gadget X,Electronics,Warehouse 1,Aisle 5,50.0,19.99,Supplier B,Out of Stock,,1,999.4999999999999,
1819,Widget A,Furniture,Warehouse 2,Aisle 3,0.0,29.99,Supplier B,Low Stock,2022-12-20,0,0.0,1337.0
1488,Gadget Y,Electronics,Warehouse 2,Aisle 1,300.0,9.99,Supplier A,Out of Stock,2022-12-20,0,2997.0,1337.0
1928,Widget B,Toys,Warehouse 1,Aisle 4,300.0,29.99,Supplier C,Low Stock,2023-04-25,0,8997.0,1211.0
1935,Widget A,Furniture,Warehouse 2,Aisle 3,0.0,19.99,Supplier B,In Stock,2023-04-25,0,0.0,1211.0
1550,Gadget Z,Clothing,Warehouse 1,Aisle 1,0.0,19.99,Supplier B,Low Stock,2023-01-15,0,0.0,1311.0
1640,Gadget Z,Clothing,Warehouse 3,Aisle 5,0.0,29.99,Supplier A,Out of Stock,2023-01-15,0,0.0,1311.0
1778,Widget A,Clothing,Warehouse 3,Aisle 1,0.0,29.99,Supplier B,Low Stock,2023-01-15,0,0.0,1311.0
1987,Widget A,Clothing,Warehouse 2,Aisle 4,0.0,19.99,Supplier B,Low Stock,,1,0.0,
1945,Widget A,Clothing,Warehouse 2,Aisle 2,0.0,29.99,Supplier C,In Stock,2023-04-25,0,0.0,1211.0
1150,Widget B,Clothing,Warehouse 3,Aisle 5,0.0,29.99,Supplier B,Out of Stock,2023-03-05,0,0.0,1262.0
1414,Gadget Z,Furniture,Warehouse 1,Aisle 5,300.0,29.99,Supplier D,In Stock,,1,8997.0,
1989,Gadget Y,Electronics,Warehouse 2,Aisle 3,100.0,19.99,Supplier B,In Stock,2023-04-25,0,1998.9999999999998,1211.0
1297,Widget C,Toys,Warehouse 2,Aisle 5,300.0,9.99,Supplier C,Out of Stock,2023-04-25,0,2997.0,1211.0
1610,Widget C,Clothing,Warehouse 3,Aisle 5,300.0,19.99,Supplier D,In Stock,2022-12-20,0,5996.999999999999,1337.0
1262,Gadget Z,Electronics,Warehouse 2,Aisle 1,100.0,49.99,Supplier C,In Stock,2023-01-15,0,4999.0,1311.0
1623,Widget B,Furniture,Warehouse 2,Aisle 4,300.0,29.99,Supplier B,Out of Stock,2023-04-25,0,8997.0,1211.0
1571,Gadget X,Clothing,Warehouse 3,Aisle 1,150.0,49.99,Supplier C,Out of Stock,2023-01-15,0,7498.5,1311.0
1880,Gadget Y,Clothing,Warehouse 1,Aisle 1,100.0,49.99,Supplier B,In Stock,,1,4999.0,
1896,Gadget X,Toys,Warehouse 2,Aisle 4,150.0,49.99,Supplier A,Out of Stock,,1,7498.5,
1303,Gadget Z,Furniture,Warehouse 2,Aisle 3,0.0,19.99,Supplier D,In Stock,2023-04-25,0,0.0,1211.0
1253,Widget C,Clothing,Warehouse 1,Aisle 3,150.0,19.99,Supplier A,Out of Stock,2022-12-20,0,2998.4999999999995,1337.0
1651,Gadget X,Furniture,Warehouse 1,Aisle 4,0.0,19.99,Supplier A,Low Stock,2023-03-05,0,0.0,1262.0
1452,Gadget Y,Toys,Warehouse 1,Aisle 5,300.0,29.99,Supplier B,Low Stock,2023-01-15,0,8997.0,1311.0
1036,Gadget Z,Furniture,Warehouse 3,Aisle 2,150.0,29.99,Supplier A,Low Stock,2023-03-05,0,4498.5,1262.0
1008,Widget A,Toys,Warehouse 1,Aisle 5,0.0,29.99,Supplier C,In Stock,2022-12-20,0,0.0,1337.0
1658,Widget C,Electronics,Warehouse 1,Aisle 3,150.0,9.99,Supplier A,Low Stock,,1,1498.5,
1207,Gadget Z,Toys,Warehouse 3,Aisle 3,300.0,49.99,Supplier D,Low Stock,2023-04-25,0,14997.0,1211.0
1403,Gadget Z,Furniture,Warehouse 2,Aisle 1,0.0,29.99,Supplier C,Low Stock,2023-01-15,0,0.0,1311.0
1151,Widget B,Clothing,Warehouse 2,Aisle 4,150.0,19.99,Supplier A,Low Stock,,1,2998.4999999999995,
1053,Widget B,Electronics,Warehouse 2,Aisle 1,0.0,29.99,Supplier B,In Stock,2022-12-20,0,0.0,1337.0
1119,Gadget Y,Toys,Warehouse 3,Aisle 5,0.0,49.99,Supplier D,In Stock,2023-03-05,0,0.0,1262.0
1672,Widget C,Electronics,Warehouse 3,Aisle 2,100.0,29.99,Supplier B,In Stock,,1,2999.0,
1919,Widget B,Toys,Warehouse 3,Aisle 5,0.0,29.99,Supplier D,In Stock,2023-01-15,0,0.0,1311.0
1586,Gadget Z,Clothing,Warehouse 3,Aisle 4,150.0,29.99,Supplier A,In Stock,2022-12-20,0,4498.5,1337.0
1967,Gadget Y,Clothing,Warehouse 3,Aisle 1,300.0,29.99,Supplier B,Low Stock,2023-03-05,0,8997.0,1262.0
1419,Gadget X,Furniture,Warehouse 2,Aisle 1,150.0,29.99,Supplier D,Low Stock,2023-01-15,0,4498.5,1311.0
1421,Gadget Y,Toys,Warehouse 1,Aisle 3,150.0,9.99,Supplier C,Low Stock,2023-01-15,0,1498.5,1311.0
1103,Gadget X,Furniture,Warehouse 2,Aisle 1,50.0,49.99,Supplier A,Out of Stock,,1,2499.5,
1851,Gadget Y,Clothing,Warehouse 2,Aisle 4,150.0,49.99,Supplier A,Low Stock,2023-03-05,0,7498.5,1262.0
1226,Gadget Y,Furniture,Warehouse 1,Aisle 5,300.0,9.99,Supplier C,Out of Stock,2022-12-20,0,2997.0,1337.0
1111,Gadget X,Furniture,Warehouse 3,Aisle 5,0.0,9.99,Supplier C,Out of Stock,2023-01-15,0,0.0,1311.0
1152,Widget C,Furniture,Warehouse 3,Aisle 2,50.0,49.99,Supplier D,Low Stock,,1,2499.5,
1913,Widget C,Electronics,Warehouse 3,Aisle 4,150.0,29.99,Supplier B,In Stock,2023-01-15,0,4498.5,1311.0
1895,Gadget X,Furniture,Warehouse 1,Aisle 4,300.0,29.99,Supplier B,Out of Stock,2023-01-15,0,8997.0,1311.0
1877,Gadget X,Furniture,Warehouse 2,Aisle 4,0.0,29.99,Supplier A,Out of Stock,2023-04-25,0,0.0,1211.0
1705,Widget C,Electronics,Warehouse 1,Aisle 4,50.0,49.99,Supplier B,Out of Stock,2022-12-20,0,2499.5,1337.0
1162,Gadget Y,Furniture,Warehouse 3,Aisle 4,300.0,9.99,Supplier D,Low Stock,2022-12-20,0,2997.0,1337.0
1956,Widget C,Toys,Warehouse 3,Aisle 4,300.0,29.99,Supplier D,Out of Stock,2022-12-20,0,8997.0,1337.0
1680,Gadget Z,Electronics,Warehouse 1,Aisle 3,50.0,49.99,Supplier C,Low Stock,2022-12-20,0,2499.5,1337.0
1579,Gadget Z,Toys,Warehouse 1,Aisle 1,50.0,29.99,Supplier B,Low Stock,2022-12-20,0,1499.5,1337.0
1800,Widget B,Furniture,Warehouse 1,Aisle 1,150.0,49.99,Supplier A,In Stock,2023-01-15,0,7498.5,1311.0
1915,Widget B,Electronics,Warehouse 3,Aisle 5,50.0,19.99,Supplier B,Low Stock,,1,999.4999999999999,
1503,Gadget Y,Clothing,Warehouse 2,Aisle 2,150.0,49.99,Supplier B,Out of Stock,2023-01-15,0,7498.5,1311.0
1194,Widget A,Electronics,Warehouse 3,Aisle 1,150.0,9.99,Supplier A,Low Stock,2022-12-20,0,1498.5,1337.0
1687,Gadget X,Clothing,Warehouse 1,Aisle 1,50.0,29.99,Supplier B,Out of Stock,2023-03-05,0,1499.5,1262.0
1882,Gadget Y,Electronics,Warehouse 2,Aisle 4,50.0,19.99,Supplier B,Low Stock,2022-12-20,0,999.4999999999999,1337.0
1469,Gadget Y,Toys,Warehouse 3,Aisle 4,300.0,29.99,Supplier B,In Stock,,1,8997.0,
1374,Widget B,Toys,Warehouse 1,Aisle 5,50.0,29.99,Supplier A,Out of Stock,2023-04-25,0,1499.5,1211.0
1749,Gadget X,Toys,Warehouse 1,Aisle 1,0.0,9.99,Supplier C,Low Stock,,1,0.0,
1669,Widget B,Furniture,Warehouse 2,Aisle 4,150.0,19.99,Supplier C,In Stock,,1,2998.4999999999995,
1037,Widget A,Toys,Warehouse 2,Aisle 2,50.0,49.99,Supplier B,In Stock,,1,2499.5,
1229,Gadget Z,Furniture,Warehouse 2,Aisle 4,300.0,9.99,Supplier A,Low Stock,2023-01-15,0,2997.0,1311.0
1364,Widget C,Furniture,Warehouse 1,Aisle 2,300.0,9.99,Supplier C,In Stock,2023-03-05,0,2997.0,1262.0
1437,Gadget Z,Furniture,Warehouse 1,Aisle 4,0.0,49.99,Supplier D,Out of Stock,2023-03-05,0,0.0,1262.0
1026,Widget C,Clothing,Warehouse 3,Aisle 4,50.0,29.99,Supplier A,Out of Stock,2023-04-25,0,1499.5,1211.0
1225,Widget A,Furniture,Warehouse 1,Aisle 2,0.0,9.99,Supplier C,Out of Stock,2023-04-25,0,0.0,1211.0
1283,Widget B,Clothing,Warehouse 2,Aisle 2,150.0,49.99,Supplier D,Out of Stock,2023-03-05,0,7498.5,1262.0
1959,Gadget X,Toys,Warehouse 3,Aisle 1,0.0,29.99,Supplier A,Out of Stock,2023-03-05,0,0.0,1262.0
1480,Gadget Z,Clothing,Warehouse 1,Aisle 2,50.0,29.99,Supplier A,Out of Stock,2023-03-05,0,1499.5,1262.0
1828,Widget A,Electronics,Warehouse 1,Aisle 5,0.0,49.99,Supplier B,Low Stock,2022-12-20,0,0.0,1337.0
1515,Gadget Y,Clothing,Warehouse 2,Aisle 2,50.0,29.99,Supplier A,Low Stock,,1,1499.5,
1048,Widget A,Toys,Warehouse 2,Aisle 4,0.0,29.99,Supplier B,Low Stock,2022-12-20,0,0.0,1337.0
1511,Widget B,Electronics,Warehouse 2,Aisle 3,150.0,49.99,Supplier C,Low Stock,,1,7498.5,
1016,Gadget X,Toys,Warehouse 3,Aisle 5,50.0,29.99,Supplier D,Low Stock,2023-04-25,0,1499.5,1211.0
1171,Widget A,Electronics,Warehouse 3,Aisle 4,100.0,49.99,Supplier B,Out of Stock,,1,4999.0,
1157,Widget B,Electronics,Warehouse 3,Aisle 4,50.0,29.99,Supplier B,Out of Stock,2022-12-20,0,1499.5,1337.0
1045,Widget C,Electronics,Warehouse 1,Aisle 1,300.0,29.99,Supplier C,In Stock,2022-12-20,0,8997.0,1337.0
1517,Widget A,Clothing,Warehouse 1,Aisle 1,0.0,49.99,Supplier C,Low Stock,2023-01-15,0,0.0,1311.0
1301,Widget C,Electronics,Warehouse 2,Aisle 5,0.0,19.99,Supplier C,Out of Stock,,1,0.0,
1180,Widget A,Clothing,Warehouse 2,Aisle 2,300.0,29.99,Supplier B,Low Stock,2023-01-15,0,8997.0,1311.0
1606,Widget C,Furniture,Warehouse 2,Aisle 2,100.0,49.99,Supplier D,Low Stock,2023-04-25,0,4999.0,1211.0
1992,Widget C,Electronics,Warehouse 3,Aisle 4,300.0,29.99,Supplier C,Out of Stock,,1,8997.0,
1115,Widget C,Toys,Warehouse 2,Aisle 4,100.0,29.99,Supplier C,Low Stock,2023-04-25,0,2999.0,1211.0
1190,Gadget Z,Electronics,Warehouse 2,Aisle 2,300.0,29.99,Supplier A,Low Stock,2023-03-05,0,8997.0,1262.0
1980,Gadget X,Furniture,Warehouse 3,Aisle 2,50.0,29.99,Supplier A,In Stock,2023-03-05,0,1499.5,1262.0
1927,Gadget Z,Electronics,Warehouse 2,Aisle 1,150.0,19.99,Supplier B,In Stock,2022-12-20,0,2998.4999999999995,1337.0
1982,Gadget Y,Electronics,Warehouse 1,Aisle 5,0.0,19.99,Supplier D,Low Stock,2023-04-25,0,0.0,1211.0
1255,Widget A,Toys,Warehouse 2,Aisle 2,300.0,29.99,Supplier B,Out of Stock,2023-03-05,0,8997.0,1262.0
1322,Gadget Y,Furniture,Warehouse 1,Aisle 3,0.0,19.99,Supplier C,Out of Stock,2023-03-05,0,0.0,1262.0
1127,Widget C,Electronics,Warehouse 1,Aisle 4,50.0,29.99,Supplier B,Low Stock,2023-01-15,0,1499.5,1311.0
1017,Gadget Z,Electronics,Warehouse 3,Aisle 1,150.0,29.99,Supplier C,In Stock,2023-01-15,0,4498.5,1311.0
1792,Widget B,Toys,Warehouse 2,Aisle 1,0.0,29.99,Supplier B,Out of Stock,,1,0.0,
1734,Gadget X,Electronics,Warehouse 2,Aisle 3,150.0,9.99,Supplier B,Low Stock,,1,1498.5,
1569,Gadget Y,Electronics,Warehouse 1,Aisle 4,50.0,29.99,Supplier D,Out of Stock,2023-04-25,0,1499.5,1211.0
1685,Gadget X,Clothing,Warehouse 1,Aisle 2,300.0,29.99,Supplier D,In Stock,2023-01-15,0,8997.0,1311.0
1625,Widget A,Clothing,Warehouse 3,Aisle 2,300.0,29.99,Supplier A,In Stock,2023-01-15,0,8997.0,1311.0
1287,Gadget X,Electronics,Warehouse 2,Aisle 3,50.0,49.99,Supplier B,Out of Stock,2023-01-15,0,2499.5,1311.0
1853,Gadget Z,Clothing,Warehouse 3,Aisle 3,0.0,9.99,Supplier C,Low Stock,2022-12-20,0,0.0,1337.0
1662,Gadget X,Toys,Warehouse 2,Aisle 3,100.0,29.99,Supplier C,Low Stock,,1,2999.0,
1961,Gadget Y,Toys,Warehouse 3,Aisle 5,0.0,19.99,Supplier B,In Stock,2023-03-05,0,0.0,1262.0
1638,Widget A,Furniture,Warehouse 3,Aisle 5,300.0,29.99,Supplier C,In Stock,2023-03-05,0,8997.0,1262.0
1154,Widget A,Furniture,Warehouse 3,Aisle 4,300.0,29.99,Supplier D,Out of Stock,2023-03-05,0,8997.0,1262.0
1985,Widget C,Electronics,Warehouse 2,Aisle 3,150.0,49.99,Supplier D,In Stock,2022-12-20,0,7498.5,1337.0
1784,Widget C,Electronics,Warehouse 2,Aisle 1,300.0,49.99,Supplier A,In Stock,2023-04-25,0,14997.0,1211.0
1810,Gadget Y,Toys,Warehouse 1,Aisle 1,0.0,49.99,Supplier C,Low Stock,2023-01-15,0,0.0,1311.0
1245,Widget A,Toys,Warehouse 2,Aisle 1,100.0,9.99,Supplier D,Out of Stock,,1,999.0,
1175,Gadget Y,Furniture,Warehouse 1,Aisle 2,50.0,29.99,Supplier A,In Stock,,1,1499.5,
1038,Gadget Y,Toys,Warehouse 3,Aisle 2,50.0,29.99,Supplier D,In Stock,2022-12-20,0,1499.5,1337.0
1758,Widget B,Clothing,Warehouse 1,Aisle 5,0.0,19.99,Supplier B,In Stock,,1,0.0,
1537,Widget A,Toys,Warehouse 1,Aisle 4,300.0,29.99,Supplier B,Out of Stock,2023-01-15,0,8997.0,1311.0
1866,Gadget Z,Clothing,Warehouse 3,Aisle 4,300.0,29.99,Supplier B,In Stock,2022-12-20,0,8997.0,1337.0
1817,Widget C,Furniture,Warehouse 3,Aisle 1,50.0,9.99,Supplier C,In Stock,2023-03-05,0,499.5,1262.0
1920,Widget B,Electronics,Warehouse 1,Aisle 3,0.0,49.99,Supplier D,Out of Stock,2023-03-05,0,0.0,1262.0
1407,Widget B,Clothing,Warehouse 1,Aisle 1,0.0,19.99,Supplier B,Low Stock,2023-01-15,0,0.0,1311.0
1827,Gadget X,Furniture,Warehouse 1,Aisle 3,150.0,29.99,Supplier A,Out of Stock,2023-03-05,0,4498.5,1262.0
1902,Widget B,Clothing,Warehouse 1,Aisle 5,0.0,19.99,Supplier A,Low Stock,2023-04-25,0,0.0,1211.0
1824,Gadget Z,Toys,Warehouse 2,Aisle 2,150.0,9.99,Supplier C,Low Stock,2022-12-20,0,1498.5,1337.0
1684,Widget C,Furniture,Warehouse 3,Aisle 5,300.0,29.99,Supplier B,Low Stock,2022-12-20,0,8997.0,1337.0
1019,Gadget X,Electronics,Warehouse 2,Aisle 2,0.0,9.99,Supplier D,Low Stock,,1,0.0,
1320,Widget A,Electronics,Warehouse 1,Aisle 2,0.0,29.99,Supplier C,Out of Stock,2023-03-05,0,0.0,1262.0
1399,Widget B,Electronics,Warehouse 3,Aisle 5,50.0,9.99,Supplier C,Low Stock,2023-03-05,0,499.5,1262.0
1653,Widget B,Clothing,Warehouse 1,Aisle 4,0.0,29.99,Supplier B,In Stock,,1,0.0,
1971,Widget C,Furniture,Warehouse 1,Aisle 5,50.0,29.99,Supplier A,In Stock,2022-12-20,0,1499.5,1337.0
1470,Widget B,Toys,Warehouse 1,Aisle 4,0.0,49.99,Supplier D,In Stock,2023-03-05,0,0.0,1262.0
1142,Gadget X,Furniture,Warehouse 2,Aisle 1,150.0,9.99,Supplier C,In Stock,2022-12-20,0,1498.5,1337.0
1353,Gadget X,Furniture,Warehouse 3,Aisle 3,300.0,19.99,Supplier B,Out of Stock,2023-04-25,0,5996.999999999999,1211.0
1833,Widget B,Electronics,Warehouse 1,Aisle 5,100.0,29.99,Supplier A,In Stock,2023-03-05,0,2999.0,1262.0
1799,Gadget Y,Toys,Warehouse 3,Aisle 2,0.0,49.99,Supplier A,In Stock,,1,0.0,
1958,Widget A,Furniture,Warehouse 1,Aisle 4,300.0,19.99,Supplier D,In Stock,2023-04-25,0,5996.999999999999,1211.0
1050,Widget C,Furniture,Warehouse 2,Aisle 1,50.0,19.99,Supplier D,Low Stock,2023-01-15,0,999.4999999999999,1311.0
1664,Gadget Y,Furniture,Warehouse 2,Aisle 4,150.0,9.99,Supplier A,In Stock,2022-12-20,0,1498.5,1337.0
1697,Gadget Z,Furniture,Warehouse 2,Aisle 3,50.0,19.99,Supplier A,Out of Stock,2022-12-20,0,999.4999999999999,1337.0
1124,Widget C,Furniture,Warehouse 1,Aisle 2,100.0,19.99,Supplier A,Low Stock,2022-12-20,0,1998.9999999999998,1337.0
1149,Widget C,Clothing,Warehouse 2,Aisle 1,50.0,19.99,Supplier B,In Stock,2023-03-05,0,999.4999999999999,1262.0
1341,Widget B,Electronics,Warehouse 2,Aisle 5,150.0,19.99,Supplier D,Out of Stock,2022-12-20,0,2998.4999999999995,1337.0
1304,Widget C,Clothing,Warehouse 2,Aisle 1,0.0,29.99,Supplier B,Low Stock,2023-03-05,0,0.0,1262.0
1837,Widget C,Electronics,Warehouse 2,Aisle 2,150.0,9.99,Supplier D,In Stock,2023-03-05,0,1498.5,1262.0
1443,Gadget Y,Electronics,Warehouse 1,Aisle 4,0.0,29.99,Supplier A,Out of Stock,2023-04-25,0,0.0,1211.0
1263,Gadget Z,Toys,Warehouse 3,Aisle 3,0.0,9.99,Supplier B,Low Stock,2022-12-20,0,0.0,1337.0
1195,Gadget Y,Electronics,Warehouse 3,Aisle 5,50.0,19.99,Supplier B,Low Stock,,1,999.4999999999999,
1773,Widget C,Furniture,Warehouse 1,Aisle 2,300.0,9.99,Supplier C,In Stock,2023-04-25,0,2997.0,1211.0
1876,Gadget X,Furniture,Warehouse 3,Aisle 2,50.0,49.99,Supplier A,In Stock,2022-12-20,0,2499.5,1337.0
1991,Gadget Y,Clothing,Warehouse 1,Aisle 5,0.0,29.99,Supplier D,Low Stock,2022-12-20,0,0.0,1337.0
1349,Widget B,Furniture,Warehouse 3,Aisle 4,0.0,29.99,Supplier A,In Stock,2022-12-20,0,0.0,1337.0
